ID_LINHA;SAFRA;SCORE_INTERNO;FAIXA_BUREAU;PORTE_EMPRESA;SETOR;REGIAO;UF;CANAL;PRODUTO;MIX_RISCO;FLAG_RESTRITIVO;CODIGO_VENDEDOR;DIA_SEMANA;TEMPO_ATIVIDADE_MESES;FATURAMENTO_MENSAL;QTD_FUNCIONARIOS;LIMITE_PRE_APROVADO;DECISAO_ANALISE;QTD_PROPOSTA;QTD_ALTAS;QTD_ATRS_OVER_30;QTD_INFER_CONV;QTD_INFER_FL_ATRS
L003467;202503;R09;B5;GRANDE;SERVICOS;NORTE;PA;PARCEIRO;FINANCIAMENTO;ALTO;SIM;V316;QUA;101;620445,88;702;128000;REPROVADO;3;0;;1,516931;0,468090
L003468;202506;R04;B2;PEQUENA;INDUSTRIA;NORTE;PA;LOJA;CAPITAL_GIRO;MEDIO;NAO;V170;TER;78;203917,36;17;80600;APROVADO;8;5;0;3,168412;0,055927
L003469;202504;R05;B3;MEDIA;INDUSTRIA;CENTRO-OESTE;DF;DIGITAL;CARTAO;MEDIO;NAO;V021;QUI;455;1580445,38;219;546300;APROVADO;13;9;2;7,559515;0,255189
L003470;202507;R02;B1;MICRO;COMERCIO;NORDESTE;MA;LOJA;FINANCIAMENTO;BAIXO;NAO;V027;DOM;125;33364,62;10;16100;APROVADO;2;1;0;0,708456;0,004423
L003471;202507;R04;B2;MEI;SERVICOS;SUL;RS;PARCEIRO;CAPITAL_GIRO;MEDIO;NAO;V029;QUI;10;14253,80;1;5000;APROVADO;2;0;;0,892352;0,021492
L003472;202507;R05;B4;PEQUENA;COMERCIO;SUDESTE;RJ;DIGITAL;CARTAO;MEDIO;SIM;V060;SEG;25;169580,91;25;67700;REPROVADO;2;0;;1,209007;0,070266
L003473;202507;R03;B2;PEQUENA;TECNOLOGIA;SUL;SC;PARCEIRO;FINANCIAMENTO;BAIXO;NAO;V274;QUI;224;253425,99;29;110100;APROVADO;1;0;;0,396980;0,003170
L003474;202510;R05;B3;MICRO;SERVICOS;NORTE;AC;PARCEIRO;FINANCIAMENTO;MEDIO;SIM;V023;TER;43;76537,02;2;24000;REPROVADO;2;0;;0,810624;0,216007
L003475;202506;R05;B3;GRANDE;AGRO;NORDESTE;BA;PARCEIRO;CAPITAL_GIRO;MEDIO;SIM;V017;SEX;480;1322003,39;2368;516500;REPROVADO;8;0;;3,679174;0,368415
L003476;202511;R04;B1;MEI;SAUDE;NORDESTE;CE;LOJA;FINANCIAMENTO;MEDIO;NAO;V313;SEX;14;;1;;REPROVADO;1;0;;0,345922;0,006603
L003477;202510;R01;B1;MEI;COMERCIO;NORDESTE;PB;DIGITAL;CARTAO;BAIXO;NAO;V246;QUA;48;;1;;APROVADO;95;48;1;48,825052;0,393832
L003478;202511;R10;B4;MEDIA;CONSTRUCAO;NORDESTE;AL;LOJA;CARTAO;ALTO;NAO;V074;QUI;;1096890,85;72;153100;REPROVADO;5;0;;3,021060;1,166481
L003479;202512;R02;B2;MEI;SAUDE;CENTRO-OESTE;GO;PARCEIRO;CARTAO;BAIXO;NAO;V024;SEX;70;3633,52;1;1700;APROVADO;24;13;0;10,540975;0,145724
L003480;202503;R08;B4;MEDIA;TECNOLOGIA;SUL;PR;PARCEIRO;CARTAO;ALTO;NAO;V030;DOM;156;291718,94;173;62800;REPROVADO;65;0;;35,935400;2,295431
L003481;202510;R02;B2;MICRO;SAUDE;SUL;PR;DIGITAL;CAPITAL_GIRO;BAIXO;NAO;V002;SEX;52;39958,44;3;20700;APROVADO;3;1;0;1,513862;0,010600
L003482;202507;R03;B2;MEI;AGRO;SUL;PR;PARCEIRO;CAPITAL_GIRO;BAIXO;NAO;V301;TER;115;10507,01;1;4600;APROVADO;8;3;1;3,423839;0,064902
L003483;202510;R05;B2;MICRO;COMERCIO;SUL;RS;LOJA;CAPITAL_GIRO;MEDIO;NAO;V080;DOM;16;16186,63;3;4900;APROVADO;8;6;0;3,549566;0,093231
L003484;202511;R06;B3;PEQUENA;CONSTRUCAO;SUDESTE;MG;LOJA;FINANCIAMENTO;MEDIO;NAO;V345;QUI;25;91415,73;13;27500;APROVADO;2;1;0;0,765475;0,046981
L003485;202510;R05;B2;MEI;SERVICOS;SUDESTE;SP;PARCEIRO;CAPITAL_GIRO;MEDIO;SIM;V016;QUI;25;6775,34;1;2500;REPROVADO;27;0;;12,400359;1,205734
L003486;202507;R01;B1;MICRO;COMERCIO;SUL;RS;DIGITAL;CAPITAL_GIRO;BAIXO;NAO;V230;SEG;96;23275,08;11;11100;APROVADO;29;15;1;12,208631;0,061277
L003487;202507;R07;B4;MEI;COMERCIO;NORDESTE;PE;LOJA;CARTAO;ALTO;NAO;V222;SAB;40;2609,97;1;600;APROVADO;2;2;1;1,139848;0,110413
L003488;202505;R05;B3;MEDIA;TECNOLOGIA;SUDESTE;SP;LOJA;CARTAO;MEDIO;NAO;V017;SEX;331;356156,53;71;130700;APROVADO;1;0;;0,485916;0,007244
L003489;202503;R05;B3;PEQUENA;COMERCIO;CENTRO-OESTE;DF;LOJA;CARTAO;MEDIO;NAO;V030;QUI;197;55033,43;18;21300;APROVADO;2;0;;0,950015;0,015461
L003490;202504;R01;B1;MICRO;INDUSTRIA;NORDESTE;RN;PARCEIRO;FINANCIAMENTO;BAIXO;;V005;TER;70;49014,00;9;26000;APROVADO;1;0;;0,334151;0,002589
L003491;202503;R08;B4;MEI;SERVICOS;SUDESTE;ES;PARCEIRO;CARTAO;ALTO;NAO;V012;DOM;26;2486,22;1;500;REPROVADO;2;0;;1,207239;0,222210
L003492;202508;R06;B2;PEQUENA;SERVICOS;SUDESTE;SP;PARCEIRO;CARTAO;MEDIO;NAO;V022;TER;125;185440,49;18;59800;APROVADO;5;3;1;2,810312;0,118743
L003493;202501;R03;B3;MEI;INDUSTRIA;SUDESTE;SP;DIGITAL;FINANCIAMENTO;BAIXO;NAO;V184;QUI;50;6014,88;1;2700;APROVADO;5;1;0;2,246992;0,037554
L003494;202506;R04;B2;MEDIA;SAUDE;SUDESTE;SP;PARCEIRO;CARTAO;MEDIO;NAO;V022;TER;131;104252,44;127;38900;APROVADO;2;2;0;1,018106;0,015485
L003495;202508;R05;B3;PEQUENA;SERVICOS;NORTE;PA;LOJA;CARTAO;MEDIO;NAO;V033;TER;101;126046,38;32;43100;APROVADO;2;1;0;1,002027;0,020847
L003496;202509;R05;B3;PEQUENA;COMERCIO;NORDESTE;CE;DIGITAL;CARTAO;MEDIO;NAO;V018;QUA;62;420448,88;23;125900;APROVADO;1;1;0;0,600172;0,032280
L003497;202508;R06;B3;PEQUENA;AGRO;SUDESTE;SP;PARCEIRO;CAPITAL_GIRO;MEDIO;NAO;V216;QUA;229;48139,58;30;14000;APROVADO;5;2;0;2,573281;0,080982
L003498;202508;R04;B2;PEQUENA;INDUSTRIA;CENTRO-OESTE;MS;DIGITAL;CARTAO;MEDIO;NAO;V107;SEG;115;157289,86;17;67700;APROVADO;24;14;0;13,536761;0,250984
L003499;202504;R09;B5;MEDIA;COMERCIO;SUDESTE;SP;LOJA;FINANCIAMENTO;ALTO;NAO;V274;QUI;93;195494,51;406;35100;REPROVADO;3;0;;1,444283;0,134654
L003500;202509;R07;B4;MEI;SERVICOS;NORTE;PA;DIGITAL;FINANCIAMENTO;ALTO;NAO;V328;SEG;56;10494,47;1;2400;REPROVADO;2;0;;0,939865;0,027309
L003501;202508;R04;B2;MICRO;INDUSTRIA;SUL;RS;DIGITAL;CARTAO;MEDIO;NAO;V287;TER;119;30072,45;3;12900;APROVADO;3;1;0;1,568191;0,019247
L003502;202504;R04;B2;MEI;TECNOLOGIA;SUDESTE;SP;DIGITAL;CARTAO;MEDIO;NAO;V015;SEG;18;7401,75;1;2800;REPROVADO;1;0;;0,523281;0,010728
L003503;202508;R02;B2;MEI;SERVICOS;SUL;SC;LOJA;CARTAO;BAIXO;SIM;V009;SAB;13;6426,18;1;3400;APROVADO;7;4;0;2,896157;0,096914
L003504;202508;R04;B1;MEI;SAUDE;SUDESTE;MG;LOJA;FINANCIAMENTO;MEDIO;NAO;V243;SEX;22;35056,20;1;12000;APROVADO;2;2;0;0,765539;0,012229
L003505;202511;R03;B3;PEQUENA;SERVICOS;SUDESTE;SP;TELEVENDAS;CARTAO;BAIXO;NAO;V267;QUA;63;103958,94;19;50900;APROVADO;4;2;0;1,765548;0,021054
L003506;202510;R01;B1;MICRO;SAUDE;SUDESTE;MG;LOJA;FINANCIAMENTO;BAIXO;NAO;V103;SEX;31;8662,12;4;4700;PENDENTE;2;0;;0,588724;0,004479
L003507;202512;R02;B1;MEI;SERVICOS;SUDESTE;RJ;LOJA;CARTAO;BAIXO;NAO;V213;QUA;18;19455,11;1;8500;APROVADO;3;2;1;1,337653;0,012243
L003508;202510;R05;B3;MICRO;SAUDE;NORTE;AM;PARCEIRO;FINANCIAMENTO;MEDIO;SIM;V026;SEX;35;68359,03;6;21200;REPROVADO;7;0;;2,879562;0,211680
L003509;202507;R03;B2;PEQUENA;SERVICOS;SUDESTE;RJ;DIGITAL;CAPITAL_GIRO;BAIXO;NAO;V074;QUI;201;88623,27;19;42400;APROVADO;3;0;;1,403993;0,013624
L003510;202508;R04;B2;MICRO;COMERCIO;SUDESTE;SP;DIGITAL;FINANCIAMENTO;MEDIO;NAO;V058;TER;60;18216,12;9;7300;APROVADO;4;2;0;1,815370;0,030279
L003511;202503;R01;B1;MEI;SERVICOS;NORTE;TO;PARCEIRO;CARTAO;BAIXO;NAO;V014;QUI;38;7905,19;1;3800;PENDENTE;167;0;;77,798577;0,844902
L003512;202501;R05;B2;MEDIA;COMERCIO;SUDESTE;RJ;PARCEIRO;CARTAO;MEDIO;SIM;V074;TER;142;196125,23;76;78300;REPROVADO;6;0;;3,286261;0,171811
L003513;202501;R03;B2;PEQUENA;INDUSTRIA;SUDESTE;SP;DIGITAL;CAPITAL_GIRO;BAIXO;NAO;V017;SEX;242;37278,95;26;15200;APROVADO;2;2;0;0,957097;0,008325
L003514;202504;R07;B4;PEQUENA;INDUSTRIA;NORDESTE;CE;DIGITAL;CARTAO;ALTO;NAO;V110;DOM;16;86120,27;28;21900;APROVADO;1;0;;0,632335;0,047798
L003515;202510;R05;B2;MEI;SERVICOS;SUDESTE;SP;DIGITAL;CARTAO;MEDIO;NAO;V020;TER;9;11379,11;1;3800;APROVADO;1;0;;0,579329;0,024858
L003516;202508;R04;B2;PEQUENA;TECNOLOGIA;SUL;PR;PARCEIRO;CAPITAL_GIRO;MEDIO;NAO;V017;QUA;208;88490,94;7;36700;APROVADO;2;1;0;0,869931;0,008340
L003517;202509;R01;B1;MEI;TECNOLOGIA;SUDESTE;MG;LOJA;CARTAO;BAIXO;NAO;V029;QUA;18;2683,26;1;1300;APROVADO;2;1;0;0,824609;0,012385
L003518;202502;R04;B2;MICRO;COMERCIO;SUDESTE;RJ;LOJA;CAPITAL_GIRO;MEDIO;NAO;V229;QUI;45;47911,21;2;16600;APROVADO;30;10;0;13,198136;0,203056
L003519;202502;R05;B3;MEDIA;TECNOLOGIA;CENTRO-OESTE;GO;DIGITAL;CAPITAL_GIRO;MEDIO;NAO;V009;DOM;217;215815,12;103;73900;APROVADO;2;0;;1,104081;0,019504
L003520;202506;R02;B1;MEI;COMERCIO;SUDESTE;RJ;DIGITAL;CARTAO;BAIXO;SIM;V346;QUI;13;5476,04;1;2300;APROVADO;1;0;;0,515236;0,019805
L003521;202506;R03;B2;MICRO;INDUSTRIA;SUL;PR;TELEVENDAS;FINANCIAMENTO;BAIXO;NAO;V153;SEX;106;88863,53;5;36300;APROVADO;6;2;0;1,802617;0,017488
L003522;202506;R06;B3;MEI;CONSTRUCAO;NORDESTE;CE;LOJA;CARTAO;MEDIO;NAO;V264;SEX;25;3066,66;1;900;APROVADO;11;7;1;5,618287;0,662123
L003523;202506;R05;B3;MICRO;SERVICOS;SUDESTE;MG;TELEVENDAS;FINANCIAMENTO;MEDIO;NAO;V003;SEX;47;30398,85;10;9900;APROVADO;24;9;0;8,620247;0,226442
L003524;202511;R06;B2;MEDIA;TECNOLOGIA;SUDESTE;MG;PARCEIRO;FINANCIAMENTO;MEDIO;NAO;V162;SAB;480;98038,81;58;27200;APROVADO;1;0;;0,434435;0,010549
L003525;202503;R01;B1;MEI;SERVICOS;NORTE;RO;LOJA;CAPITAL_GIRO;ALTO;NAO;V008;SEX;27;1426,25;1;700;APROVADO;2;2;0;0,691440;0,011493
L003526;202508;R06;B3;MICRO;SAUDE;SUDESTE;RJ;DIGITAL;CARTAO;MEDIO;NAO;V309;SEX;49;7322,91;15;2100;APROVADO;6;5;0;3,691606;0,184404
L003527;202504;R01;B1;MEI;SERVICOS;SUL;PR;PARCEIRO;FINANCIAMENTO;BAIXO;;V251;QUA;37;1914,21;1;1000;APROVADO;1;0;;0,320746;0,004257
L003528;202512;R07;B5;GRANDE;CONSTRUCAO;NORDESTE;SE;DIGITAL;CAPITAL_GIRO;ALTO;NAO;V300;TER;316;2788902,89;533;832300;PENDENTE;2;0;;1,227001;0,132874
L003529;202506;R03;B2;MEI;CONSTRUCAO;SUDESTE;MG;DIGITAL;CARTAO;BAIXO;NAO;V134;TER;72;15239,97;1;6900;APROVADO;6;5;0;3,185244;0,057473
L003530;202510;R06;B3;MEI;COMERCIO;CENTRO-OESTE;MS;PARCEIRO;CARTAO;MEDIO;NAO;V338;SAB;57;3256,31;1;1100;APROVADO;21;15;1;12,119486;0,959670
L003531;202508;R05;B4;MICRO;SERVICOS;CENTRO-OESTE;MT;DIGITAL;CARTAO;MEDIO;NAO;V026;QUI;51;7466,40;10;3000;APROVADO;143;85;2;84,775108;2,738545
L003532;202502;R02;B1;PEQUENA;COMERCIO;SUDESTE;MG;LOJA;CAPITAL_GIRO;BAIXO;NAO;V156;SEX;67;27997,37;26;14800;APROVADO;2;1;0;0,768744;0,007119
L003533;202504;R08;B4;MEDIA;AGRO;NORTE;PA;DIGITAL;FINANCIAMENTO;ALTO;NAO;V022;QUA;281;1160180,33;117;254100;REPROVADO;1;0;;0,494975;0,045125
L003534;202510;R09;B5;MEDIA;SERVICOS;SUDESTE;SP;PARCEIRO;CAPITAL_GIRO;ALTO;SIM;V019;QUI;126;303973,18;130;49700;REPROVADO;2;0;;1,038943;0,280021
L003535;202501;R02;B1;MICRO;TECNOLOGIA;CENTRO-OESTE;DF;LOJA;FINANCIAMENTO;BAIXO;NAO;V071;DOM;15;43752,12;11;22300;APROVADO;18;5;0;6,184542;0,048510
L003536;202511;R03;B2;MEI;COMERCIO;SUDESTE;MG;DIGITAL;CARTAO;BAIXO;NAO;V031;SAB;25;11300,09;1;5000;APROVADO;1;0;;0,577083;0,010087
L003537;202505;R03;B2;MEI;SERVICOS;NORDESTE;CE;DIGITAL;CARTAO;BAIXO;NAO;V038;SEG;45;2197,67;1;900;APROVADO;2;0;;1,008420;0,025248
L003538;202505;R05;B2;MEI;SERVICOS;NORDESTE;RN;DIGITAL;CARTAO;MEDIO;NAO;V182;SEX;9;6993,76;1;2200;APROVADO;2;0;;1,117190;0,057118
L003539;202512;R05;B3;MICRO;INDUSTRIA;SUDESTE;SP;DIGITAL;CARTAO;MEDIO;NAO;V024;QUA;57;13112,83;5;5200;APROVADO;67;39;1;38,729914;1,078012
L003540;202507;R04;B2;PEQUENA;TECNOLOGIA;SUDESTE;SP;DIGITAL;CAPITAL_GIRO;MEDIO;NAO;V004;QUI;137;89630,58;31;37400;APROVADO;5;3;0;2,469341;0,027173
L003541;202506;R01;B1;MICRO;COMERCIO;SUDESTE;MG;DIGITAL;CAPITAL_GIRO;BAIXO;NAO;V001;SEX;163;71924,90;2;37300;REPROVADO;1;0;;0,453698;0,002012
L003542;202506;R04;B2;PEQUENA;SERVICOS;SUDESTE;MG;LOJA;CARTAO;MEDIO;NAO;V342;SAB;52;203576,83;35;68700;APROVADO;3;3;0;1,354280;0,029723
L003543;202509;R04;B2;MICRO;COMERCIO;SUDESTE;SP;PARCEIRO;CARTAO;MEDIO;NAO;V009;QUI;16;12993,20;7;4700;APROVADO;1;0;;0,509975;0,020849
L003544;202509;R07;B4;GRANDE;COMERCIO;SUDESTE;SP;LOJA;FINANCIAMENTO;ALTO;NAO;V019;SAB;261;1824710,91;1061;426000;REPROVADO;1;0;;0,458751;0,038227
L003545;202509;R05;B3;MEI;CONSTRUCAO;SUDESTE;SP;LOJA;CARTAO;MEDIO;NAO;V014;TER;20;8394,57;1;3000;APROVADO;1;1;1;0,535849;0,040937
L003546;202510;R01;B1;MICRO;SERVICOS;SUDESTE;SP;DIGITAL;CARTAO;BAIXO;NAO;V013;SAB;30;25398,02;2;14100;APROVADO;2;1;0;0,933690;0,006895
L003547;202508;R09;B4;MEDIA;SAUDE;SUDESTE;SP;DIGITAL;FINANCIAMENTO;ALTO;NAO;V002;QUA;310;628254,64;154;102200;REPROVADO;1;0;;0,506812;0,049973
L003548;202502;R04;B2;PEQUENA;AGRO;NORTE;PA;LOJA;CARTAO;MEDIO;NAO;V012;QUA;92;92203,26;31;39900;APROVADO;7;6;0;3,438894;0,072442
L003549;202505;R02;B1;MEI;INDUSTRIA;CENTRO-OESTE;MS;LOJA;FINANCIAMENTO;BAIXO;NAO;V149;SAB;12;18818,48;1;9700;APROVADO;1;0;;0,339551;0,003520
L003550;202512;R04;B3;MEI;AGRO;CENTRO-OESTE;MT;DIGITAL;CAPITAL_GIRO;MEDIO;NAO;V002;DOM;19;12772,01;1;4500;APROVADO;1;0;;0,524007;0,015215
L003551;202511;R03;B2;PEQUENA;SERVICOS;SUDESTE;SP;DIGITAL;FINANCIAMENTO;BAIXO;NAO;V175;DOM;154;23198,23;36;10600;APROVADO;1;1;0;0,450332;0,004961
L003552;202502;R03;B2;MICRO;COMERCIO;NORDESTE;PE;DIGITAL;CARTAO;BAIXO;NAO;V112;QUI;68;34206,58;4;13400;APROVADO;7;5;0;3,651728;0,051566
L003553;202510;R03;B3;MEI;SERVICOS;SUDESTE;RJ;PARCEIRO;CARTAO;BAIXO;NAO;V282;QUA;28;2207,54;1;1000;APROVADO;5;4;0;2,589880;0,090005
L003554;202508;R05;B3;PEQUENA;COMERCIO;CENTRO-OESTE;MT;DIGITAL;CARTAO;MEDIO;NAO;V037;QUA;102;428310,44;21;158600;APROVADO;2;2;0;1,107301;0,031486
L003555;202506;R05;B3;MICRO;AGRO;SUL;PR;DIGITAL;CARTAO;MEDIO;NAO;V259;SAB;;42766,26;3;16900;APROVADO;8;8;0;4,866354;0,124418
L003556;202509;R04;B2;PEQUENA;SERVICOS;SUL;PR;LOJA;CAPITAL_GIRO;MEDIO;;V005;SAB;50;38929,22;55;13500;APROVADO;2;0;;0,898006;0,019345
L003557;202506;R02;B1;MEI;COMERCIO;CENTRO-OESTE;DF;DIGITAL;CARTAO;BAIXO;NAO;V323;SEG;17;9369,04;1;4500;APROVADO;5;2;0;2,558918;0,028649
L003558;202511;R03;B3;MICRO;TECNOLOGIA;CENTRO-OESTE;MT;PARCEIRO;FINANCIAMENTO;BAIXO;NAO;V292;QUI;13;10104,54;5;4800;APROVADO;16;3;0;5,943187;0,100181
L003559;202508;R05;B3;MEI;SERVICOS;SUDESTE;SP;DIGITAL;CARTAO;MEDIO;NAO;V010;SEX;15;36636,22;1;11400;APROVADO;2;0;;1,122070;0,037487
L003560;202501;R05;B3;PEQUENA;SAUDE;NORTE;PA;LOJA;CAPITAL_GIRO;MEDIO;NAO;V308;SEX;35;46742,39;21;17900;APROVADO;5;1;0;2,384565;0,057291
L003561;202503;R01;B1;MICRO;COMERCIO;SUL;RS;DIGITAL;CARTAO;BAIXO;NAO;V231;QUI;18;11844,23;9;5400;APROVADO;8;6;0;4,176673;0,030353
L003562;202512;R01;B1;MEI;COMERCIO;NORDESTE;RN;DIGITAL;CARTAO;BAIXO;NAO;V114;QUI;26;5322,04;1;3000;APROVADO;2;1;0;1,046767;0,011881
L003563;202509;R01;B1;MEI;SERVICOS;CENTRO-OESTE;GO;TELEVENDAS;CAPITAL_GIRO;BAIXO;NAO;V206;QUI;52;3696,33;1;1700;APROVADO;3;1;0;0,961303;0,016411
L003564;202508;R06;B3;MEDIA;SERVICOS;NORDESTE;CE;PARCEIRO;FINANCIAMENTO;MEDIO;NAO;V016;SEG;104;458308,94;113;140000;APROVADO;21;13;1;9,639678;0,543717
L003565;202511;R04;B2;MICRO;CONSTRUCAO;SUDESTE;SP;TELEVENDAS;CAPITAL_GIRO;MEDIO;NAO;V208;TER;17;20875,71;3;9100;APROVADO;2;2;0;0,732204;0,028644
L003566;202506;R04;B2;MICRO;SERVICOS;NORTE;PA;DIGITAL;FINANCIAMENTO;MEDIO;NAO;V011;QUA;64;7613,55;8;2500;APROVADO;2;1;0;0,896559;0,026102
L003567;202501;R04;B1;PEQUENA;COMERCIO;SUL;PR;TELEVENDAS;CAPITAL_GIRO;ALTO;NAO;V273;SEG;163;169489,78;43;68300;APROVADO;2;1;0;0,738604;0,010318
L003568;202502;R06;B4;MEDIA;AGRO;SUDESTE;RJ;PARCEIRO;CARTAO;MEDIO;NAO;V006;SEX;404;127589,37;140;38000;APROVADO;1;1;0;0,544468;0,020367
L003569;202511;R03;B2;MEI;COMERCIO;SUDESTE;SP;TELEVENDAS;CAPITAL_GIRO;BAIXO;NAO;V004;TER;30;4301,66;1;1600;APROVADO;16;6;1;5,650901;0,141441
L003570;202510;R07;B4;MICRO;SERVICOS;NORDESTE;BA;TELEVENDAS;CAPITAL_GIRO;ALTO;NAO;V262;SEG;50;4323,86;4;1000;REPROVADO;1;0;;0,412830;0,032974
L003571;202511;R04;B2;PEQUENA;INDUSTRIA;CENTRO-OESTE;GO;DIGITAL;FINANCIAMENTO;MEDIO;NAO;V005;TER;151;234210,34;41;89900;APROVADO;3;0;;1,318659;0,019328
L003572;202502;R02;B1;MEI;CONSTRUCAO;NORTE;RR;LOJA;CARTAO;MEDIO;NAO;V013;SEX;66;14489,95;1;7000;APROVADO;1;1;0;0,439072;0,014214
L003573;202503;R05;B3;PEQUENA;COMERCIO;NORDESTE;PB;LOJA;FINANCIAMENTO;MEDIO;NAO;V248;QUA;80;64044,53;12;20500;APROVADO;5;2;1;1,854317;0,035551
L003574;202512;R04;B1;PEQUENA;INDUSTRIA;SUDESTE;SP;LOJA;CAPITAL_GIRO;MEDIO;SIM;V126;TER;171;33842,90;33;13500;APROVADO;2;0;;0,884213;0,030875
L003575;202509;R06;B3;GRANDE;COMERCIO;SUL;RS;DIGITAL;CAPITAL_GIRO;MEDIO;NAO;V107;SEX;179;1713140,06;1191;460100;APROVADO;2;1;0;1,066389;0,082295
L003576;202511;R05;B4;PEQUENA;TECNOLOGIA;NORDESTE;AL;DIGITAL;FINANCIAMENTO;MEDIO;SIM;V335;TER;264;160446,57;17;52900;APROVADO;1;0;;0,478728;0,013853
L003577;202505;R01;B1;MICRO;CONSTRUCAO;NORTE;PA;PARCEIRO;FINANCIAMENTO;MEDIO;NAO;V014;QUI;56;35057,73;14;16000;APROVADO;2;1;0;0,702298;0,018903
L003578;202507;R09;B5;PEQUENA;AGRO;NORDESTE;MA;TELEVENDAS;FINANCIAMENTO;ALTO;NAO;V061;SAB;80;66145,56;34;11900;REPROVADO;2;0;;0,900695;0,100592
L003579;202502;R07;B4;MEI;AGRO;SUDESTE;ES;DIGITAL;FINANCIAMENTO;ALTO;NAO;V005;QUI;12;4756,74;1;1400;REPROVADO;7;0;;3,645262;0,169600
L003580;202508;R01;B2;MICRO;SERVICOS;NORDESTE;MA;LOJA;CAPITAL_GIRO;BAIXO;NAO;V271;SEG;65;11388,27;3;5200;APROVADO;1;0;;0,370692;0,002510
L003581;202509;R05;B2;PEQUENA;AGRO;NORTE;RO;TELEVENDAS;CARTAO;MEDIO;NAO;V226;SAB;216;140894,11;27;50200;APROVADO;125;58;3;53,772313;2,051989
L003582;202501;R06;B2;MEDIA;COMERCIO;NORDESTE;BA;DIGITAL;CARTAO;MEDIO;SIM;V344;QUA;480;183443,49;45;48700;REPROVADO;1;0;;0,606931;0,029553
L003583;202502;R02;B1;MEI;TECNOLOGIA;SUDESTE;RJ;DIGITAL;CAPITAL_GIRO;BAIXO;NAO;V280;SEG;23;15355,36;1;6800;APROVADO;8;4;0;3,555279;0,029682
L003584;202510;R04;B2;MEDIA;SERVICOS;NORDESTE;RN;PARCEIRO;CARTAO;MEDIO;NAO;V339;QUA;;605096,65;66;230000;APROVADO;2;1;0;1,025662;0,035743
L003585;202504;R04;B2;MEI;COMERCIO;SUDESTE;SP;PARCEIRO;CARTAO;MEDIO;NAO;V027;SEG;65;3210,76;1;1300;APROVADO;1;0;;0,506054;0,018382
L003586;202501;R03;B2;PEQUENA;INDUSTRIA;NORDESTE;CE;DIGITAL;CARTAO;BAIXO;NAO;V010;QUI;99;178322,23;37;83500;APROVADO;1;1;0;0,515525;0,005725
L003587;202512;R05;B2;PEQUENA;COMERCIO;SUDESTE;SP;DIGITAL;CARTAO;MEDIO;NAO;V143;SEG;53;530499,37;28;189900;APROVADO;2;1;0;1,169684;0,035872
L003588;202503;R03;B2;MICRO;SERVICOS;SUDESTE;RJ;DIGITAL;FINANCIAMENTO;BAIXO;NAO;V025;QUI;;59992,35;5;28400;APROVADO;7;4;0;2,892316;0,040788
L003589;202508;R06;B3;PEQUENA;CONSTRUCAO;SUDESTE;MG;DIGITAL;CARTAO;MEDIO;NAO;V019;SAB;160;410389,66;20;118400;APROVADO;4;3;0;2,346120;0,145149
L003590;202512;R04;B2;MEI;SERVICOS;SUDESTE;MG;LOJA;CAPITAL_GIRO;MEDIO;NAO;V282;SEX;16;6920,16;1;2500;APROVADO;1;0;;0,405391;0,010737
L003591;202503;R03;B2;MICRO;COMERCIO;NORDESTE;BA;DIGITAL;CARTAO;BAIXO;NAO;V241;TER;49;6335,65;4;3000;APROVADO;2;0;;1,069096;0,019204
L003592;202503;R04;B2;MICRO;SERVICOS;SUDESTE;SP;PARCEIRO;FINANCIAMENTO;MEDIO;NAO;V019;SEG;21;33303,40;7;13000;APROVADO;5;3;0;2,049261;0,043426
L003593;202512;R02;B1;MICRO;COMERCIO;SUDESTE;SP;LOJA;CARTAO;BAIXO;NAO;V145;TER;74;26765,46;3;11900;APROVADO;8;3;0;3,345790;0,031966
L003594;202501;R06;B3;MEDIA;CONSTRUCAO;NORTE;RR;DIGITAL;CARTAO;ALTO;NAO;V022;TER;154;219900,39;212;61000;APROVADO;23;11;0;13,250247;1,514058
L003595;202511;R05;B3;MEDIA;SAUDE;SUDESTE;MG;DIGITAL;CARTAO;MEDIO;NAO;V016;SEX;122;235261,99;113;90000;APROVADO;6;5;0;3,446149;0,066726
L003596;202503;R06;B3;MEDIA;COMERCIO;SUDESTE;SP;LOJA;CARTAO;MEDIO;NAO;V014;TER;349;119812,90;221;39700;APROVADO;5;2;0;2,805929;0,062425
L003597;202511;R03;B2;PEQUENA;SAUDE;SUL;PR;TELEVENDAS;FINANCIAMENTO;BAIXO;NAO;V202;TER;170;74846,04;19;34500;APROVADO;2;1;0;0,601066;0,004773
L003598;202509;R05;B3;MEI;COMERCIO;SUL;RS;PARCEIRO;CAPITAL_GIRO;MEDIO;SIM;V028;SEX;33;8202,94;1;2600;REPROVADO;2;0;;0,874298;0,114628
L003599;202505;R08;B5;MEDIA;SERVICOS;NORDESTE;PE;DIGITAL;FINANCIAMENTO;ALTO;SIM;V002;SEG;123;424525,48;181;95000;REPROVADO;3;0;;1,503698;0,273088
L003600;202512;R02;B1;MEI;SERVICOS;NORDESTE;RN;DIGITAL;CAPITAL_GIRO;ALTO;NAO;V001;QUI;14;15356,63;1;7700;APROVADO;1;1;0;0,495890;0,006901
